6|3|4|2|7|2|5|9|7|8|6|5|23|52|347|86|373|-186|-281|-1|-79|1|528|49|
6|0|2|0|2|6|3|1|7|1|3|3|-37|165|-213|60|96|-51|-305|-256|-7|239|36|190|
7|9|1|3|1|9|9|0|0|7|6|2|654|-1|-60|-57|-125|-1|-1|-150|171|-650|-350|307|
7|3|1|4|0|6|6|7|0|2|0|6|-625|171|100|345|-202|-733|313|192|-147|-177|-205|-259|
9|5|3|6|2|5|3|9|8|0|1|1|-1|184|60|153|111|214|336|-1|0|150|185|274|
6|4|8|3|6|9|3|5|4|1|5|2|-667|284|3|-148|-3|-1|-342|-347|-212|238|195|301|
1|5|8|4|1|9|7|1|1|0|5|5|-109|14|1|-134|-109|-1|-427|-200|116|-238|-329|25|
9|0|9|8|1|6|4|9|3|0|1|0|-1|14|-1|0|90|693|267|-1|-261|-286|-280|63|
3|8|4|9|5|9|1|6|6|1|2|5|267|2|225|-1|-254|-1|264|562|430|169|-287|45|
6|5|7|0|0|1|8|3|7|3|7|3|-63|-142|162|315|-46|152|1|356|179|-336|-467|-293|
1|3|4|1|5|0|2|8|5|7|4|1|279|210|343|75|-338|41|-257|3|190|-238|30|107|
2|3|1|0|2|7|3|6|5|7|9|3|-158|-148|-164|-278|79|689|-164|748|-58|-612|-1|162|
1|1|5|2|1|9|4|5|7|6|6|6|-261|209|-335|286|-153|-1|-13|348|750|312|206|-115|
3|2|8|1|3|9|6|8|8|9|2|8|-84|62|3|-224|305|-1|637|1|2|-1|-351|2|
8|1|2|1|8|4|1|8|7|3|2|2|1|21|75|53|3|-10|138|3|-533|101|-217|-165|
6|1|9|6|5|4|5|7|4|0|1|3|593|-299|-1|-267|-223|-192|-178|155|-341|-193|-308|-115|
6|3|1|2|9|4|6|1|3|7|0|8|-365|-68|99|-146|-1|141|-369|47|328|793|-12|3|
5|5|0|4|2|3|0|3|7|5|4|9|-268|94|13|78|-203|242|-305|238|-674|62|299|-1|
3|9|4|5|0|8|8|1|6|6|2|6|-202|-1|-224|86|57|2|0|-271|782|-253|221|-381|
6|9|4|6|3|7|1|4|8|9|1|4|-475|-1|240|314|-206|477|-266|-87|0|-1|210|113|
8|0|8|7|2|6|6|6|3|8|5|2|0|-17|1|-509|111|-356|-355|485|-329|3|-325|-207|
6|7|5|4|6|8|5|3|3|2|1|3|711|78|-228|12|-776|3|-329|-163|-26|-309|-50|-252|
6|1|1|0|7|6|4|1|3|2|8|9|730|199|195|-288|75|-373|352|291|100|-80|0|-1|
9|7|2|1|6|9|2|6|4|7|5|9|-1|6|-211|-337|-28|-1|241|273|-14|-88|-356|-1|
9|9|4|0|1|4|2|2|4|6|2|6|-1|-1|137|-219|354|57|-59|41|-270|415|-143|-68|
8|2|0|3|0|5|4|9|6|2|5|1|1|29|-84|58|257|116|-161|-1|-167|206|-35|104|
9|8|7|4|7|0|1|4|9|4|2|9|-1|2|-215|105|-376|182|231|-354|-1|-187|-141|-1|
4|2|0|5|0|0|3|9|2|9|4|8|-201|132|79|309|180|-320|-217|-1|-305|-1|104|1|
0|5|3|7|9|1|9|4|9|7|0|7|-358|-255|-269|9|-1|180|-1|-96|-1|-226|-274|419|
9|0|5|6|1|4|8|5|1|7|3|0|-1|-158|-138|503|-75|-263|3|304|-340|557|-339|75|
8|4|3|0|2|3|4|4|6|3|3|5|0|174|168|-358|-357|145|346|240|139|-259|-47|44|
5|0|5|1|5|5|7|4|8|6|6|3|237|312|-157|18|-273|-318|-315|263|0|528|-723|30|
2|3|6|0|5|7|2|4|6|8|2|2|53|59|-165|-358|260|-145|-154|-15|431|2|268|183|
5|5|7|0|2|4|8|8|3|1|3|5|79|124|37|-13|-304|333|1|1|103|-102|-278|-1|
6|3|2|3|4|8|7|2|8|9|7|2|-449|80|54|-75|-86|1|-335|109|1|-1|782|217|
0|6|5|9|7|1|7|0|1|8|5|6|-62|-402|135|-1|659|-17|-621|-110|-283|3|139|697|
1|1|2|2|8|7|0|1|7|4|9|1|272|0|-136|262|0|389|2|-106|330|-216|-1|331|
1|7|1|3|5|3|1|9|5|8|0|5|-160|44|-138|-125|-345|-323|-175|-1|-64|0|-201|-284|
5|7|8|8|1|8|6|6|8|6|2|4|253|-308|2|0|271|0|-357|-319|0|328|122|62|
6|6|0|2|8|0|7|1|6|9|9|1|306|20|-302|-106|3|151|-762|-9|-32|-1|-1|216|
5|0|0|3|2|3|6|9|5|0|5|4|-105|22|-84|165|-296|-70|627|-1|310|-234|349|320|
3|1|5|2|5|8|4|5|8|3|2|1|-255|159|106|-296|73|1|162|-342|1|194|24|-98|
5|6|3|8|7|7|4|3|8|2|3|5|-52|-561|-133|0|56|-335|-161|56|1|-32|19|184|
4|8|3|9|2|1|0|6|4|8|4|2|247|0|-222|-1|125|313|-104|-435|-358|0|-106|-80|
8|2|8|3|2|5|8|3|3|1|7|1|1|-2|3|96|-191|-6|0|-136|-296|30|-212|-316|
2|1|3|8|9|0|6|5|1|8|0|7|324|-105|-197|2|-1|-35|720|-158|-71|1|-146|-461|
5|7|9|9|7|6|0|4|3|4|1|5|-16|40|-1|-1|43|-557|33|319|-63|41|-160|116|
5|1|3|6|5|4|9|2|5|4|7|4|174|-318|-151|60|-295|162|-1|158|256|58|126|-202|
6|5|7|7|9|5|3|5|5|2|6|7|247|-200|-133|510|-1|75|307|360|74|275|275|611|
8|7|1|2|6|2|2|5|6|3|7|4|0|-652|113|-253|-703|-102|-9|-327|-745|90|727|-264|
2|7|1|1|4|8|4|5|0|5|1|6|341|729|-300|16|191|2|277|-264|-68|64|351|793|
8|5|0|8|6|4|7|0|1|0|5|2|0|-182|-277|2|385|28|482|184|-282|-60|63|330|
9|0|3|7|9|3|9|6|0|3|8|8|-1|267|-235|-390|-1|23|-1|150|-279|250|0|1|
6|0|3|6|2|9|0|7|4|8|5|3|390|-95|-272|-179|113|-1|291|-586|179|0|89|101|
1|8|2|4|4|2|0|5|5|2|0|3|116|3|-123|267|-203|-179|-76|-308|-248|-239|-17|92|
6|6|4|9|7|1|0|5|7|8|4|3|-229|508|285|-1|511|-101|134|-170|-529|3|101|357|
5|7|9|5|0|7|1|2|9|1|4|9|31|234|-1|228|-108|-370|-271|-17|-1|-257|-175|-1|
2|3|1|2|2|6|0|3|4|2|2|3|-141|236|41|-224|293|69|-133|314|141|-45|116|134|
7|3|3|0|5|0|0|1|6|5|7|9|770|-248|68|-112|34|-226|300|309|153|-155|341|-1|
9|1|2|1|4|7|4|7|3|1|3|8|-1|-126|-186|292|-301|248|-146|-625|-341|-21|-237|0|
3|1|1|2|8|5|0|0|1|3|1|3|307|268|-163|167|1|335|340|-218|322|23|219|-23|
4|1|2|3|7|2|3|4|1|1|8|7|223|66|306|285|-701|276|-237|-52|282|-157|0|563|
8|4|8|5|1|8|9|5|9|5|0|6|3|317|1|230|246|3|-1|-280|-1|-29|-86|-750|
2|4|7|1|4|9|9|6|8|8|2|3|232|-305|-566|-97|82|-1|-1|-438|0|3|274|260|
8|8|8|1|8|3|8|6|4|5|9|2|0|2|2|282|2|-13|2|132|78|215|-1|-213|
9|1|8|6|1|1|8|6|0|9|8|8|-1|-298|2|651|-353|151|1|765|-266|-1|3|2|
5|3|4|7|1|9|9|4|5|6|1|9|-277|265|-352|-441|143|-1|-1|218|-318|408|-313|-1|
