9|7|9|6|2|6|6|5|3|0|9|1|-1|101|-1|371|300|736|586|134|160|191|-1|180
9|3|5|3|4|4|3|2|4|7|8|6|-1|139|347|62|311|81|217|236|261|768|2|413
4|4|6|7|6|6|5|1|9|3|2|5|46|80|344|240|756|204|205|149|-1|109|70|37
4|7|6|4|6|2|8|1|2|4|3|9|301|60|560|75|780|349|1|15|237|48|64|-1
0|0|7|1|8|4|2|0|7|7|7|5|158|190|239|276|3|155|133|262|193|634|77|352
0|8|4|3|9|1|2|3|3|5|2|2|90|3|19|73|-1|42|182|357|127|320|278|221
0|7|8|6|0|3|9|3|3|3|5|0|337|534|0|369|301|322|-1|99|344|340|141|194
0|8|6|3|2|1|2|2|8|3|2|2|198|3|210|61|280|79|165|93|3|269|151|22
4|5|9|1|9|1|3|7|4|2|4|9|311|140|-1|37|-1|79|58|394|146|237|41|-1
9|0|3|3|6|3|8|7|8|9|2|5|-1|48|63|70|348|289|1|251|1|-1|159|343
9|3|4|4|4|7|5|1|6|3|8|0|-1|114|125|180|79|46|33|158|654|196|1|169
3|8|8|2|0|6|1|0|0|9|6|9|153|0|0|165|250|357|216|53|291|-1|684|-1
7|9|3|7|3|7|7|7|1|5|7|4|42|-1|43|517|196|2|229|720|323|245|330|311
3|4|5|2|4|8|7|0|1|8|0|2|101|213|34|331|42|1|275|88|82|0|135|78
3|0|3|8|1|3|6|0|2|4|5|5|78|90|185|3|24|266|512|173|261|344|132|15
0|2|6|6|4|0|6|7|9|7|3|1|303|35|484|15|227|151|596|329|-1|642|240|207
6|0|2|0|6|1|5|6|7|1|0|4|26|293|255|160|112|295|41|159|364|75|188|32
4|0|7|6|4|7|9|8|1|6|8|4|274|272|677|290|356|429|-1|0|265|352|2|195
3|1|5|8|9|9|5|1|3|9|1|1|350|357|192|1|-1|-1|24|147|58|-1|275|96
0|2|8|9|8|0|0|2|6|2|4|7|199|33|3|-1|2|225|246|246|536|325|249|694
0|2|0|9|9|2|1|1|7|9|5|7|319|175|277|-1|-1|283|185|13|41|-1|216|57
3|9|4|0|4|8|6|2|8|2|4|0|188|-1|238|115|322|2|673|46|3|40|342|305
4|7|8|1|6|3|7|6|9|4|8|3|10|777|1|167|412|118|556|263|-1|210|1|248
3|5|1|0|9|6|1|8|5|9|6|9|202|317|309|54|-1|208|172|2|335|-1|383|-1
2|5|1|9|9|6|0|5|4|0|4|7|310|153|284|-1|-1|364|55|17|121|28|109|403
5|0|2|9|2|9|1|8|0|3|7|9|167|28|325|-1|19|-1|50|2|154|80|216|-1
6|7|9|4|6|6|6|0|6|6|3|3|800|796|-1|339|626|564|659|263|439|389|114|287
1|9|2|4|5|8|5|0|5|1|0|3|95|-1|141|149|41|3|171|225|275|49|216|128
3|6|0|5|4|8|4|5|8|1|1|4|309|717|232|228|86|0|251|270|3|190|42|299
0|2|3|0|2|1|0|2|6|5|6|7|147|360|338|242|168|287|188|312|229|176|794|438
2|0|1|6|4|7|3|5|6|7|6|0|82|43|57|243|162|772|165|63|490|311|706|211
5|9|1|3|4|5|3|3|2|5|7|7|67|-1|283|152|241|56|11|12|244|324|618|72
4|0|3|2|3|2|4|0|1|2|1|0|346|27|222|163|358|147|57|79|74|40|288|94
1|3|7|5|4|3|3|9|1|1|0|0|194|206|415|31|158|146|49|-1|292|93|147|0
8|4|4|1|3|8|7|1|0|4|9|9|2|194|251|271|242|3|655|349|213|143|-1|-1
3|6|9|5|8|1|0|9|9|3|6|8|18|394|-1|326|2|45|25|-1|-1|287|580|1
0|9|7|8|9|5|9|5|8|8|9|9|148|-1|156|3|-1|49|-1|181|2|2|-1|-1
2|9|4|1|2|6|5|7|3|7|0|7|215|-1|276|124|96|412|233|799|54|455|113|734
5|6|7|7|3|8|1|3|6|0|7|2|189|114|596|687|337|1|131|223|757|306|368|298
2|6|4|6|3|0|4|6|4|0|9|0|305|80|102|290|129|69|230|345|61|246|-1|228
4|4|9|9|6|1|6|0|4|4|0|2|152|270|-1|-1|346|280|640|340|41|137|213|154
0|8|6|9|0|9|5|4|7|3|5|5|215|2|749|-1|53|-1|188|312|132|103|354|53
